2|De gehele dag van 01-07-2013 t/m 20-12-2013, Van 1-7-2013 tot 20-12-2013 17:00|POINT(515984.59666394 6848277.042981)|||917561|Nieuw-Vennep, Welgelegen (wijk), diverse werkzaamheden , Overige[0A]Omschrijving: verkeershinder en afsluitingen in de straten: Noorderdreef, Welgelegen, Dorpstraat, Zwanenstraat, Zwanenwater, Jacob Boekestraat, Nieuwstraat, Van Bemmelenstraat en Venneperweg wegens:[0A]Aanleg drainage[0A]Vervangen verharding: asfalt door bestrating[0A]Aanleg schoolzones[0A]Vervangen kabel openbare verlichting[0A]Aanleg 30km/uur zone[0A][0A]Fase 1: Nieuwstraat tussen Dorpstraat en Ritzema Bosstraat / Broekemastraat. Werkzaamheden van 8 juli t/m 2 augustus[0A][0A][0A][0A][0A][0A][0A]Extra: meer informatie op www.haarlemmermeer.nl/projectenverkeer[0A]Contact informatie: R. Fris / J. Zwemmer, 0900 1852[0A]Nieuw-Vennep, Welgelegen (wijk), diverse werkzaamheden , Overige[0A]Omschrijving: verkeershinder en afsluitingen in de straten: Noorderdreef, Welgelegen, Dorpstraat, Zwanenstraat, Zwanenwater, Jacob Boekestraat, Nieuwstraat, Van Bemmelenstraat en Venneperweg wegens:[0A]Aanleg drainage[0A]Vervangen verharding: asfalt door bestrating[0A]Aanleg schoolzones[0A]Vervangen kabel openbare verlichting[0A]Aanleg 30km/uur zone[0A][0A]Fase 1: Nieuwstraat tussen Dorpstraat en Ritzema Bosstraat / Broekemastraat. Werkzaamheden van 8 juli t/m 2 augustus[0A][0A][0A][0A][0A][0A][0A]Extra: meer informatie op www.haarlemmermeer.nl/projectenverkeer[0A]Contact informatie: R. Fris / J. Zwemmer, 0900 1852[0A]Nieuw-Vennep, Welgelegen (wijk), diverse werkzaamheden , Overige[0A]Omschrijving: verkeershinder en afsluitingen in de straten: Noorderdreef, Welgelegen, Dorpstraat, Zwanenstraat, Zwanenwater, Jacob Boekestraat, Nieuwstraat, Van Bemmelenstraat en Venneperweg wegens:[0A]Aanleg drainage[0A]Vervangen verharding: asfalt door bestrating[0A]Aanleg schoolzones[0A]Vervangen kabel openbare verlichting[0A]Aanleg 30km/uur zone[0A][0A]Fase 1: Nieuwstraat tussen Dorpstraat en Ritzema Bosstraat / Broekemastraat. Werkzaamheden van 8 juli t/m 2 augustus[0A][0A][0A][0A][0A][0A][0A]Extra: meer informatie op www.haarlemmermeer.nl/projectenverkeer[0A]Contact informatie: R. Fris / J. Zwemmer, 0900 1852[0A]Nieuw-Vennep, Welgelegen (wijk), diverse werkzaamheden , Overige[0A]Omschrijving: verkeershinder en afsluitingen in de straten: Noorderdreef, Welgelegen, Dorpstraat, Zwanenstraat, Zwanenwater, Jacob Boekestraat, Nieuwstraat, Van Bemmelenstraat en Venneperweg wegens:[0A]Aanleg drainage[0A]Vervangen verharding: asfalt door bestrating[0A]Aanleg schoolzones[0A]Vervangen kabel openbare verlichting[0A]Aanleg 30km/uur zone[0A][0A]Fase 1: Nieuwstraat tussen Dorpstraat en Ritzema Bosstraat / Broekemastraat. Werkzaamheden van 8 juli t/m 2 augustus[0A][0A][0A][0A][0A][0A][0A]Extra: meer informatie op www.haarlemmermeer.nl/projectenverkeer[0A]Contact informatie: R. Fris / J. Zwemmer, 0900 1852[0A]Nieuw-Vennep, Welgelegen (wijk), diverse werkzaamheden , Overige[0A]Omschrijving: verkeershinder en afsluitingen in de straten: Noorderdreef, Welgelegen, Dorpstraat, Zwanenstraat, Zwanenwater, Jacob Boekestraat, Nieuwstraat, Van Bemmelenstraat en Venneperweg wegens:[0A]Aanleg drainage[0A]Vervangen verharding: asfalt door bestrating[0A]Aanleg schoolzones[0A]Vervangen kabel openbare verlichting[0A]Aanleg 30km/uur zone[0A][0A]Fase 1: Nieuwstraat tussen Dorpstraat en Ritzema Bosstraat / Broekemastraat. Werkzaamheden van 8 juli t/m 2 augustus[0A][0A][0A][0A][0A][0A][0A]Extra: meer informatie op www.haarlemmermeer.nl/projectenverkeer[0A]Contact informatie: R. Fris / J. Zwemmer, 0900 1852[0A]Nieuw-Vennep, Welgelegen (wijk), diverse werkzaamheden , Overige[0A]Omschrijving: verkeershinder en afsluitingen in de straten: Noorderdreef, Welgelegen, Dorpstraat, Zwanenstraat, Zwanenwater, Jacob Boekestraat, Nieuwstraat, Van Bemmelenstraat en Venneperweg wegens:[0A]Aanleg drainage[0A]Vervangen verharding: asfalt door bestrating[0A]Aanleg schoolzones[0A]Vervangen kabel openbare verlichting[0A]Aanleg 30km/uur zone[0A][0A]Fase 1: Nieuwstraat tussen Dorpstraat en Ritzema Bosstraat / Broekemastraat. Werkzaamheden van 8 juli t/m 2 augustus[0A][0A][0A][0A][0A][0A][0A]Extra: meer informatie op www.haarlemmermeer.nl/projectenverkeer[0A]Contact informatie: R. Fris / J. Zwemmer, 0900 1852[0A]Nieuw-Vennep, Welgelegen (wijk), diverse werkzaamheden , Overige[0A]Omschrijving: verkeershinder en afsluitingen in de straten: Noorderdreef, Welgelegen, Dorpstraat, Zwanenstraat, Zwanenwater, Jacob Boekestraat, Nieuwstraat, Van Bemmelenstraat en Venneperweg wegens:[0A]Aanleg drainage[0A]Vervangen verharding: asfalt door bestrating[0A]Aanleg schoolzones[0A]Vervangen kabel openbare verlichting[0A]Aanleg 30km/uur zone[0A][0A]Fase 1: Nieuwstraat tussen Dorpstraat en Ritzema Bosstraat / Broekemastraat. Werkzaamheden van 8 juli t/m 2 augustus[0A][0A][0A][0A][0A][0A][0A]Extra: meer informatie op www.haarlemmermeer.nl/projectenverkeer[0A]Contact informatie: R. Fris / J. Zwemmer, 0900 1852[0A]Nieuw-Vennep, Welgelegen (wijk), diverse werkzaamheden , Overige[0A]Omschrijving: verkeershinder en afsluitingen in de straten: Noorderdreef, Welgelegen, Dorpstraat, Zwanenstraat, Zwanenwater, Jacob Boekestraat, Nieuwstraat, Van Bemmelenstraat en Venneperweg wegens:[0A]Aanleg drainage[0A]Vervangen verharding: asfalt door bestrating[0A]Aanleg schoolzones[0A]Vervangen kabel openbare verlichting[0A]Aanleg 30km/uur zone[0A][0A]Fase 1: Nieuwstraat tussen Dorpstraat en Ritzema Bosstraat / Broekemastraat. Werkzaamheden van 8 juli t/m 2 augustus[0A][0A][0A][0A][0A][0A][0A]Extra: meer informatie op www.haarlemmermeer.nl/projectenverkeer[0A]Contact informatie: R. Fris / J. Zwemmer, 0900 1852|Nieuwstraat, ||Nieuwstraat,  Dorpstraat, Zwanenstraat, Zwanenwater, Wageningenstraat,  Jacob Boekestraat,  Nieuwstraat, Van Bemmelenstraat,  Venneperweg,  Welgelegen,  Noorderdreef,  Noorderdreef,  |0
1|De gehele dag van 01-07-2013 t/m 01-10-2013, Van 1-7-2013 tot 1-10-2013|POINT(513697.99822558 6869344.0035461)|||938449|Onderhoudswerkzaamheden:[0A]N208 - LVO onderhoud Julianaviaduct., Bruggen en Tunnels (kunstwerken)[0A]Omschrijving: N208 - Herstelwerkzaamheden N208 Julianaviaduct. De voegovergangen worden ivm geluidsoverlast hersteld. Daarnaast werkzaamheden aan het asfalt en vergroten van een duiker. Hinder met 2-0-systeem. [0A]frondende werkzaamheden (Dagwerk) 3 dagen start maandag 12-8-13[0A]Verkeersbelemmering: Gemotoriseerd verkeer - Op de N208 wordt voor de weggebruikers een 2-0 systeem gebruikt. Er is1 rijstrook per richting open. [0A]Het doorgaande fietsverkeer wordt omgeleid via Zijlweg en Julianalaan.[0A]Kruispunt Zijlweg wordt afgesloten voor een periode van 9 dagen. Gedurende de afsluiting van de Zijlweg worden de voetgangers en fietsers worden omgeleid nabij het viaduct Prins Hendriklaan. De overige weggebruikers worden omgeleid via de Kleverlaan/Vlaamseweg en Julianalaan.[0A] [0A]Contact informatie: Provincie Noord-Holland|N208, Sassenheim - Haarlem||Tussen kruising Aerdenhout en kruising Bloemendaal Tussen kruising Aerdenhout en kruising Bloemendaal |0
2|De gehele dag van 03-07-2013 t/m 03-10-2013, 08:00 - 17:00|POINT(481603.98730055 6800906.309689)|||936292|Asfalteringswerkzaamheden:[0A]Den Hoorn - Koningsveld/Achterdijkshoorn, Asfaltering / wegverharding[0A]Omschrijving: Afsluiting kruising Koningsveld/Achterdijkshoorn[0A]Verkeersbelemmering: Algemeen - [0A]Verkeersbelemmering: Overig - Alle verkeer|Koningsveldland, , ||Koningsveldland,  |0
1|De gehele dag van 08-07-2013 t/m 30-11-2013, 00:00 - 23:59|POINT(536753.26847934 6814633.9704311)|||942723|Installation of new equipments or systems on or along-side the roadway.:[0A]N458 Vervangen waterleiding , Leggen van kabels en leidingen[0A]Omschrijving: Het plaatsen van een nieuwe waterleiding door Vitens[0A]Verkeersbelemmering: Algemeen - Bij de werkvakken zal het verkeer met een om en om regeling en/of tijdelijke vri worden geregeld.[0A]Extra: Vitens zal 8 juli 2013  starten en zal tijdens de bouwvak doorwerken. Prov. Utrecht zal achter Vitens aan in enkele fasen de sleuf herstellen.|N458, Bodegraven - Woerden||Tussen bebouwde kom Nieuwerbrug en bebouwde kom Woerden |0
2|De gehele dag van 08-07-2013 t/m 28-09-2013, 07:00 - 16:00|POINT(498314.30776509 6809232.5104944)|||943042|Bredewater fase 1, Overige[0A]Omschrijving: Totale reconstructie van de Bredewater. [0A]Kabels- en Leidingennet word verplaatst, Boomnollen worden [0A]Verwijdert. Voetpaden, fietspaden, parkeerplaatsen en rijbaan worden compleet gereconstrueerd volgens tekeningen [0A]|H148, Meerzichtlaan - Afrikaweg||Tussen kruising Afrikaweg en kruising Meerzichtlaan |0
2|De gehele dag van 16-07-2013 t/m 03-01-2014|POINT(477157.74820275 6709282.4719492)|||939123|Herstellen/repareren Hotel de Draak.|Sint Annastraatje||Sint Annastraat, Bergen op Zoom.|7
1|De gehele dag van 17-07-2013 t/m 27-09-2013, Van 17-8-2013 tot 27-9-2013|POINT(535913.50702835 6847091.291399)|||925885|Werkzaamheden langs de weg:[0A]N201 - Grondwerkzaamheden., Onderhoud bermen[0A]Omschrijving: N201 - Grondwerkzaamheden ten behoeve van het dempen van een sloot en het aanleggen van een dijklichaam.[0A]Verkeersbelemmering: Gemotoriseerd verkeer - Er wordt een rijstrook afgezet. Er blijft ten allen tijde een volledige rijstrook beschikbaar. Afzetting zal gedurende de gehele periode blijven staan.[0A]Extra: Het gedeelte dat na 17 augustus nog in uitvoering gaat zal in twee faseringen worden uitgevoerd. Dit zal zijn tussen het deel nabij de Spoordijk tot voorbij de Noorddammerweg en vanaf deze locatie tot de Legmeerdijk. [0A]Contact informatie: Dhr. M. Admiraal, Heijmans[0A]N201 - Grondwerkzaamheden., Onderhoud bermen[0A]Omschrijving: N201 - Grondwerkzaamheden ten behoeve van het dempen van een sloot en het aanleggen van een dijklichaam.[0A]Verkeersbelemmering: Gemotoriseerd verkeer - Er wordt een rijstrook afgezet. Er blijft ten allen tijde een volledige rijstrook beschikbaar. Afzetting zal gedurende de gehele periode blijven staan.[0A]Extra: Het gedeelte dat na 17 augustus nog in uitvoering gaat zal in twee faseringen worden uitgevoerd. Dit zal zijn tussen het deel nabij de Spoordijk tot voorbij de Noorddammerweg en vanaf deze locatie tot de Legmeerdijk. [0A]Contact informatie: Dhr. M. Admiraal, Heijmans|N201+, Hoofddorp - Uithoorn||Tussen kruising Amstelveen/Aalsmeer en kruising Uithoorn/Amstelveen Tussen kruising Amstelveen/Aalsmeer en kruising Uithoorn/Amstelveen |0
2|De gehele dag van 22-07-2013 t/m 01-11-2013, 07:00 - 16:00|POINT(500757.37796294 6810916.1425088)|||940012|Osylaan, Overige[0A]Omschrijving: De busbaan annex fietspad wordt vanaf maandag 22 juli afgesloten voor fietsers.[0A][0A]Het asfalt wordt 2 meter versmald ivm het aanbrengen van kabels en leidingen.[0A]Voor de bus blijft er ca 3 meter ruimte over. [0A][0A]Verkeersbelemmering: Algemeen - Fietsers vanaf het van Doornenplantsoen/Lyonpad worden omgeleid via de Dumeelaan en de Ambachtsherenlaan naar de Osylaan. De omleiding duurt tot 1 november.[0A] Het fietsverkeer richting stadshart wordt tot 1 oktober omgeleid via de Leidsewallen en het Marseillepad.[0A]|H154, Australiëweg - Willem de Zwijgerlaan||Tussen kruising du Meelaan en kruising Osijlaan |0
2|De gehele dag van 23-07-2013 t/m 27-12-2013, 08:00 - 17:00|POINT(468299.41713952 6805908.4515734)|||940841|Onderhoudswerkzaamheden:[0A]Poeldijk - Casembrootlaan, Bruggen en Tunnels (kunstwerken)[0A]Omschrijving: Calamiteit: onderhoud aan brug.[0A][0A][0A]Verkeersbelemmering: Algemeen - Brug is afgesloten voor al het verkeer tot en met 30 juli.[0A]Na 30 juli wordt de brug alleen opengesteld voor (brom)fietsers en voetgangers.[0A][0A]Vanwege de technische staat van de brug wordt deze vanuit veiligheidsoverweging afgesloten voor al het verkeer (incl. voetgangers) af. Parallel worden de mogelijkheden bekeken om voorzieningen te kunnen treffen zodat voetgangers en fietsers t.z.t. weer doorgang kunnen vinden. Tevens wordt met hoge prioriteit de voorbereidingen voor reparatie en/of vervanging van de brug in gang gezet.[0A]|Casembrootlaan, , ||Casembrootlaan,  |0
1|van 29-07-2013 t/m 25-07-2014, 6:00 - 18:00|POINT(554989.01334229 6862072.4229847)|||936621|Algemene bouwwerkzaamheden:[0A]Oorzaak: Uitbreiding capaciteit[0A]Fase: Project: SAA A10 Oost-A1[0A]Fase: Aanleg extra rijstroken[0A]Hinder: Hindercategorie B: Tijdelijke versmalde rijstroken en geen vluchtstrook beschikbaar.|A1, Amsterdam - Amersfoort||Van A1,Re 5,0 tot A1,Re 8,0Tussen knooppunt Watergraafsmeer en knooppunt Diemen |0
2|De gehele dag van 01-08-2013 t/m 30-09-2013, 00:00 - 23:59|POINT(687791.43280627 6703237.7442528)|||919331|Asfalteringswerkzaamheden:[0A]N271 Onderhoud 2013, Arcen, Asfaltering / wegverharding[0A]Omschrijving: Aanbrengen nieuwe deklaag[0A]Verkeersbelemmering: Algemeen - Weekendwerk: Werk wordt uitgevoerd in een weekend. Medio Augustus/september. Start zaterdagavond 18 uur tot zondagavond 24 uur. |N271, Venlo - Nijmegen||Tussen kruising Lottum en bebouwde kom Arcen |0
2|De gehele dag van 01-08-2013 t/m 15-11-2013, 00:00 - 23:59|POINT(664916.57104776 6683431.9288452)|||863970|Asfalteringswerkzaamheden:[0A]N560, Sevenumsedijk, Peel en Maas, reconstructief onderhoud, Asfaltering / wegverharding[0A]Omschrijving: Vervangen complete asfaltconstructie en realisering voorsorteerstrook De Brentjes/Vliegertsdijk (km 2,8) fase 2 |N560, Panningen - Sevenum||Tussen kruising Maasbree/Meijel en afrit A67: Helden |0
1|De gehele dag van 05-08-2013 t/m 03-11-2013, Van 5-8-2013 tot 3-11-2013|POINT(656640.14039462 6643882.531676)|||918159|Installation of new equipments or systems on or along-side the roadway.:[0A]N276, Rijksweg Noord, Maasbracht, aansluiting bedrijventerrein , Verkeersregelinstallaties, onderhoud/aanleg[0A]Omschrijving: Betreft aansluiting Businesspark Midden Limburg op de N276. [0A]Verkeersbelemmering: Algemeen - Aansluiting wordt buiten verkeer gerealiseerd door middel van een bypass. Project wordt uitgevoerd door omgevingsmaatschappij midden limburg (OML) in samenwerking met provincie limburg. Verkeersmaatregelen zijn afgestemd met betrokken (RWS, gemeente) wegbeheerders.|N276, Brunssum - Maasbracht||Rijksweg Noord,  |0
2|De gehele dag van 05-08-2013 t/m 29-09-2013, Van 5-8-2013 tot 29-9-2013|POINT(664190.65459449 6603570.1333474)|||938536|Onderhoudswerkzaamheden:[0A]Huskensweg (fase 4), Vervanging riool[0A]Omschrijving: In o.a. de Huskensweg en de Diamantstraat vinden rioleringswerkzaamheden plaats.[0A]Contact informatie: gemeente@heerlen.nl[0A]Huskensweg (fase 4), Vervanging riool[0A]Omschrijving: In o.a. de Huskensweg en de Diamantstraat vinden rioleringswerkzaamheden plaats.[0A]Contact informatie: gemeente@heerlen.nl[0A]Huskensweg (fase 4), Vervanging riool[0A]Omschrijving: In o.a. de Huskensweg en de Diamantstraat vinden rioleringswerkzaamheden plaats.[0A]Contact informatie: gemeente@heerlen.nl|Diamantstraat, ||Diamantstraat,  Smaragdstraat, Kristalstraat,   |0
2|De gehele dag van 05-08-2013 t/m 14-10-2013, 07:00 - 23:00|POINT(532731.33758992 6945969.0398983)|||934940|Asfalteringswerkzaamheden:[0A]N248  Plaatsen tijdelijke omleidingsroute van stremming Kanaalweg(N248)., Asfaltering / wegverharding[0A]Omschrijving: N248  Plaatsen tijdelijke omleidingsroute van stremming Kanaalweg tussen N245 en N241.[0A]Verkeersbelemmering: Gemotoriseerd verkeer - Omleidingsroute ingesteld.[0A]Extra: Het verlagen van onderdoorgang t.h.v. spoorviaduct, het verwijderen van voorbelasting en het opbreken van de bestaande wegconstructie en opnieuw aanbrengen.|N248, Schagen - Wieringerwerf||Tussen bebouwde kom Schagen en aansluiting 't Zand |0
